,WorkerId,Language,Word,URL,Gender,Native Language,Years Spoken,Number of Languages Spoken,Pronunciations
46,A1207FLPM7LZFE,Spanish,estudio,https://vocaroo.com/i/s0of7bPLdm0z,1,O,O,O,"('estudio', 'estudio', 'estudio')"
47,A1207FLPM7LZFE,Spanish,estoy,https://vocaroo.com/i/s0TZgO8TxKU0,1,O,O,O,"('estoy', 'estoy', 'estoy')"
48,A1207FLPM7LZFE,Spanish,capacidad,https://vocaroo.com/i/s0GwajvBanxQ,1,O,O,O,"('capacidad', 'capacidad', 'capacidad')"
49,A1207FLPM7LZFE,Spanish,central,https://vocaroo.com/i/s0k3SnFPNlTJ,1,O,O,O,"('central', 'central', 'central')"
50,A1207FLPM7LZFE,Spanish,se,https://vocaroo.com/i/s0nBD4xQCKdk,1,O,O,O,"('se', 'se', 'se')"
51,A1207FLPM7LZFE,Spanish,año,https://vocaroo.com/i/s0y8QXZ4uH6g,1,O,O,O,"('año', 'año', 'año')"
52,A1207FLPM7LZFE,Spanish,cuenta,https://vocaroo.com/i/s0tzaH0OubGX,1,O,O,O,"('cuenta', 'cuenta', 'cuenta')"
53,A1207FLPM7LZFE,Spanish,fueron,https://vocaroo.com/i/s0W3mn1B2jHS,1,O,O,O,"('fueron', 'fueron', 'fueron')"
54,A1207FLPM7LZFE,Spanish,gracias,https://vocaroo.com/i/s0rEHDevDXMn,1,O,O,O,"('gracias', 'gracias', 'gracias')"
55,A1207FLPM7LZFE,Spanish,aquí,https://vocaroo.com/i/s0jQdcdoVzos,1,O,O,O,"('aquí', 'aqui', 'aquí')"
56,A1207FLPM7LZFE,Spanish,mediante,https://vocaroo.com/i/s0M78LHw76hv,1,O,O,O,"('mediante', 'mediante', 'mediante')"
57,A1207FLPM7LZFE,Spanish,jóvenes,https://vocaroo.com/i/s0NJSHSbuq16,1,O,O,O,"('jóvenes', 'jovenes', 'jóvenes')"
58,A1207FLPM7LZFE,Spanish,acciones,https://vocaroo.com/i/s0Vu3pkKvnVb,1,O,O,O,"('acciones', 'acciones', 'acciones')"
59,A1207FLPM7LZFE,Spanish,alumnos,https://vocaroo.com/i/s0VRCiiN65O3,1,O,O,O,"('alumnos', 'alumnos', 'alumno')"
61,ALNPIFNRHDBRB,Spanish,hace,https://vocaroo.com/i/s11xLCi5YiOy,2,S,O,2,"('hace', 'hace', 'hace')"
62,ALNPIFNRHDBRB,Spanish,otra,https://vocaroo.com/i/s1Sa42L7r7yb,2,S,O,2,"('otra', 'otra', 'otras')"
64,ALNPIFNRHDBRB,Spanish,frente,https://vocaroo.com/i/s0sdxrud0g75,2,S,O,2,"('frente', 'frente', 'frente')"
68,ALNPIFNRHDBRB,Spanish,estudiantes,https://vocaroo.com/i/s0VEgdpZLmI8,2,S,O,2,"('estudiantes', 'estudiantes', 'estudiantes')"
69,ALNPIFNRHDBRB,Spanish,grupos,https://vocaroo.com/i/s0382Rej82nX,2,S,O,2,"('grupos', 'grupos', 'grupos')"
71,ALNPIFNRHDBRB,Spanish,nacional,https://vocaroo.com/i/s0QAB9uarPDy,2,S,O,2,"('nacional', 'nacional', 'nacional')"
72,ALNPIFNRHDBRB,Spanish,dijo,https://vocaroo.com/i/s19YkPXH998l,2,S,O,2,"('dijo', 'dijo', 'dijo')"
73,ALNPIFNRHDBRB,Spanish,decir,https://vocaroo.com/i/s07NPyoBqOQm,2,S,O,2,"('decir', 'decir', 'decir')"
74,ALNPIFNRHDBRB,Spanish,situación,https://vocaroo.com/i/s0vZtdugkS0g,2,S,O,2,"('situacion', 'situación', 'situacion')"
75,ALNPIFNRHDBRB,Spanish,nombre,https://vocaroo.com/i/s1zimJTNXg98,2,S,O,2,"('nombre', 'nombre', 'nombre')"
77,ALNPIFNRHDBRB,Spanish,cuales,https://vocaroo.com/i/s1VUFoNCh8V9,2,S,O,2,"('cuales', 'cuáles', 'cuales')"
78,ALNPIFNRHDBRB,Spanish,minutos,https://vocaroo.com/i/s1Om3qoiu3Wb,2,S,O,2,"('minutos', 'minutos', 'minutos')"
79,ALNPIFNRHDBRB,Spanish,soy,https://vocaroo.com/i/s1xBPef5dJ6L,2,S,O,2,"('soy', 'soy', 'soy')"
81,A1207FLPM7LZFE,Spanish,estado,https://vocaroo.com/i/s0qQEAxytL2z,1,O,O,O,"('estado', 'estado', 'estado')"
87,A1207FLPM7LZFE,Spanish,ciento,https://vocaroo.com/i/s0mER5ilExgu,1,O,O,O,"('siento', 'ciento', 'siento')"
90,ALNPIFNRHDBRB,Spanish,al,https://vocaroo.com/i/s09ZxhRYJ1yh,2,S,O,2,"('al', 'al', 'han')"
91,ALNPIFNRHDBRB,Spanish,gobierno,https://vocaroo.com/i/s1SpYm9XCbl1,2,S,O,2,"('gobierno', 'gobierno', 'gobierno')"
92,ALNPIFNRHDBRB,Spanish,presidente,https://vocaroo.com/i/s0x8qks3JUev,2,S,O,2,"('presidente', 'presidente', 'presidente')"
93,ALNPIFNRHDBRB,Spanish,importante,https://vocaroo.com/i/s1ZDCWmi8Dne,2,S,O,2,"('importante', 'importante', 'importante')"
94,ALNPIFNRHDBRB,Spanish,creo,https://vocaroo.com/i/s18OiXGmg5iG,2,S,O,2,"('creo', 'creo', 'creo')"
95,ALNPIFNRHDBRB,Spanish,nuestros,https://vocaroo.com/i/s0mwyNe5wnGY,2,S,O,2,"('nuestros', 'nuestros', 'nuestros')"
96,ALNPIFNRHDBRB,Spanish,apoyo,https://vocaroo.com/i/s0nzfCqeYz8w,2,S,O,2,"('apoyo', 'apoggio', 'apoyo')"
97,ALNPIFNRHDBRB,Spanish,especial,https://vocaroo.com/i/s0X9VCZ0Crkq,2,S,O,2,"('especial', 'especial', 'especial')"
98,ALNPIFNRHDBRB,Spanish,orden,https://vocaroo.com/i/s1hcGSwXDU1x,2,S,O,2,"('orden', 'orden', 'orden')"
99,ALNPIFNRHDBRB,Spanish,futuro,https://vocaroo.com/i/s1cDDVJKQPj9,2,S,O,2,"('futuro', 'futuro', 'futuro')"
100,A1207FLPM7LZFE,Spanish,lo,https://vocaroo.com/i/s0NCGBddldrL,1,O,O,O,"('lo', 'lo', 'lo')"
101,A1207FLPM7LZFE,Spanish,eso,https://vocaroo.com/i/s0H9n4yUSa46,1,O,O,O,"('eso', 'eso', 'eso')"
102,A1207FLPM7LZFE,Spanish,ante,https://vocaroo.com/i/s0m03JX7BoBs,1,O,O,O,"('ante', 'ante', 'ante')"
103,A1207FLPM7LZFE,Spanish,san,https://vocaroo.com/i/s0Mmp4801wVB,1,O,O,O,"('san', 'san', 'san')"
104,A1207FLPM7LZFE,Spanish,nosotros,https://vocaroo.com/i/s0ghHN0YSStt,1,O,O,O,"('nosotros', 'nosotros', 'nosotros')"
105,A1207FLPM7LZFE,Spanish,segundo,https://vocaroo.com/i/s0cnim2pUBRP,1,O,O,O,"('segundo', 'segundo', 'segundo')"
106,A1207FLPM7LZFE,Spanish,hombre,https://vocaroo.com/i/s0WS3mscejdl,1,O,O,O,"('hombre', 'hombre', 'hombre')"
107,A1207FLPM7LZFE,Spanish,claro,https://vocaroo.com/i/s0fy0wVhrFbB,1,O,O,O,"('claro', 'claro', 'claro')"
108,A1207FLPM7LZFE,Spanish,campo,https://vocaroo.com/i/s0xXMlxj7kYC,1,O,O,O,"('campo', 'campo', 'campo')"
109,A1207FLPM7LZFE,Spanish,análisis,https://vocaroo.com/i/s0COUcaHn5wC,1,O,O,O,"('analisis', 'analisis', 'analisis')"
110,ALNPIFNRHDBRB,Spanish,como,https://vocaroo.com/i/s0paqSyFunxk,2,S,O,2,"('colmo', 'como', 'colmo')"
111,ALNPIFNRHDBRB,Spanish,tiempo,https://vocaroo.com/i/s1jgovcQXPg0,2,S,O,2,"('tiempo', 'tiempo', 'tiempo')"
112,ALNPIFNRHDBRB,Spanish,según,https://vocaroo.com/i/s1NyGFAePGCV,2,S,O,2,"('según', 'segun', 'según')"
113,ALNPIFNRHDBRB,Spanish,toda,https://vocaroo.com/i/s0aYfVjVtz9Y,2,S,O,2,"('toda', 'toda', 'toda')"
114,ALNPIFNRHDBRB,Spanish,final,https://vocaroo.com/i/s1wUWK1rFlbP,2,S,O,2,"('final', 'final', 'final')"
115,ALNPIFNRHDBRB,Spanish,hizo,https://vocaroo.com/i/s1rWE3MU1d9g,2,S,O,2,"('hizo', 'final', 'piso')"
116,ALNPIFNRHDBRB,Spanish,varios,https://vocaroo.com/i/s1paxJC473Wh,2,S,O,2,"('varios', 'varios', 'varios')"
117,ALNPIFNRHDBRB,Spanish,pesos,https://vocaroo.com/i/s0xratljlpTD,2,S,O,2,"('pesos', 'pesos', 'pesos')"
118,ALNPIFNRHDBRB,Spanish,octubre,https://vocaroo.com/i/s0FsIVKQLWKP,2,S,O,2,"('octubre', 'octubre', 'octubre')"
119,ALNPIFNRHDBRB,Spanish,mano,https://vocaroo.com/i/s02BuEN3Nbvh,2,S,O,2,"('mano', 'mano', 'mami')"
121,ALNPIFNRHDBRB,Spanish,país,https://vocaroo.com/i/s1976JRvMom2,2,S,O,2,"('país', 'país', 'país')"
122,ALNPIFNRHDBRB,Spanish,después,https://vocaroo.com/i/s0sutOqBYiDy,2,S,O,2,"('después', 'después', 'después')"
124,ALNPIFNRHDBRB,Spanish,argentina,https://vocaroo.com/i/s0aYaM8vEQgB,2,S,O,2,"('argentina', 'argentina', 'argentina')"
125,ALNPIFNRHDBRB,Spanish,posible,https://vocaroo.com/i/s0zIeikE4yHQ,2,S,O,2,"('posible', 'posible', 'posible')"
126,ALNPIFNRHDBRB,Spanish,chile,https://vocaroo.com/i/s0E9w1U8wodI,2,S,O,2,"('chile', 'chile', 'chile')"
128,ALNPIFNRHDBRB,Spanish,permite,https://vocaroo.com/i/s1AbCXDvipyh,2,S,O,2,"('permite', 'permite', 'permite')"
133,ALNPIFNRHDBRB,Spanish,salud,https://vocaroo.com/i/s1NXS61ddDbV,2,S,O,2,"('salud', 'salud', 'salud')"
134,ALNPIFNRHDBRB,Spanish,bajo,https://vocaroo.com/i/s0tQmT9DFJv3,2,S,O,2,"('bajo', 'bajo', 'bajo')"
135,ALNPIFNRHDBRB,Spanish,comunidad,https://vocaroo.com/i/s00V21d30lSr,2,S,O,2,"('comunidad', 'comunidad', 'comunidad')"
136,ALNPIFNRHDBRB,Spanish,dirección,https://vocaroo.com/i/s0gyfs5MBQ08,2,S,O,2,"('dirección', 'direccion', 'direccion')"
137,ALNPIFNRHDBRB,Spanish,mal,https://vocaroo.com/i/s0f3VM4N3ia8,2,S,O,2,"('mal', 'mal', 'mal')"
138,ALNPIFNRHDBRB,Spanish,podemos,https://vocaroo.com/i/s199ikUr1NcJ,2,S,O,2,"('podemos', 'podemos', 'podemos')"
139,ALNPIFNRHDBRB,Spanish,santa,https://vocaroo.com/i/s0XSPvqOiY4X,2,S,O,2,"('santa', 'santa', 'santa')"
140,ALNPIFNRHDBRB,Spanish,si,https://vocaroo.com/i/s1hMILh7tO8w,2,S,O,2,"('sí', 'sin ??', 'sí')"
141,ALNPIFNRHDBRB,Spanish,durante,https://vocaroo.com/i/s0fbGg91dury,2,S,O,2,"('durante', 'durante', 'durante')"
142,ALNPIFNRHDBRB,Spanish,ley,https://vocaroo.com/i/s0kcprysJ2t6,2,S,O,2,"('ley', 'leí ??', 'ley')"
143,ALNPIFNRHDBRB,Spanish,pasado,https://vocaroo.com/i/s1AAyM4TOWme,2,S,O,2,"('asado', 'pasado', 'pasado')"
144,ALNPIFNRHDBRB,Spanish,estamos,https://vocaroo.com/i/s0kr7m2KY0pO,2,S,O,2,"('estamos', 'estamos', 'estamos')"
145,ALNPIFNRHDBRB,Spanish,mujeres,https://vocaroo.com/i/s0QoPFAKv3yo,2,S,O,2,"('mujeres', 'mujeres', 'mujeres')"
146,ALNPIFNRHDBRB,Spanish,realizar,https://vocaroo.com/i/s1jjn5L0W0kH,2,S,O,2,"('alzar', 'realizar', 'realizar')"
147,ALNPIFNRHDBRB,Spanish,encuentra,https://vocaroo.com/i/s1PugnjOTwZm,2,S,O,2,"('encuentra', 'encuentra', 'encuentra')"
148,ALNPIFNRHDBRB,Spanish,red,https://vocaroo.com/i/s10d16ltQem0,2,S,O,2,"('red', 'red', 'fre')"
149,ALNPIFNRHDBRB,Spanish,favor,https://vocaroo.com/i/s1PcU4sQ7v9a,2,S,O,2,"('favor', 'favor', 'favor')"
150,ALNPIFNRHDBRB,Spanish,ya,https://vocaroo.com/i/s1L9qynkIzRU,2,S,O,2,"('ya', 'ya', 'ya')"
151,ALNPIFNRHDBRB,Spanish,tanto,https://vocaroo.com/i/s1KyhasOmf0W,2,S,O,2,"('tanto', 'tanto', 'tanto')"
152,ALNPIFNRHDBRB,Spanish,solo,https://vocaroo.com/i/s1gO0FgBXztd,2,S,O,2,"('solo', 'solo', 'sólo')"
153,ALNPIFNRHDBRB,Spanish,fin,https://vocaroo.com/i/s0wmI2jPvdbv,2,S,O,2,"('fin', 'sin', 'fin')"
154,ALNPIFNRHDBRB,Spanish,sector,https://vocaroo.com/i/s0kaAGpRYgBk,2,S,O,2,"('sector', 'sector', 'sector')"
155,ALNPIFNRHDBRB,Spanish,familia,https://vocaroo.com/i/s0W9WI7NcPfv,2,S,O,2,"('familia', 'familia', 'familia')"
156,ALNPIFNRHDBRB,Spanish,mes,https://vocaroo.com/i/s1qCC1gcsYaM,2,S,O,2,"('mes', 'mes', 'mes')"
157,ALNPIFNRHDBRB,Spanish,capital,https://vocaroo.com/i/s1V4MJEKfYnD,2,S,O,2,"('capitán', 'capitan', 'capitán')"
158,ALNPIFNRHDBRB,Spanish,tenía,https://vocaroo.com/i/s01xRT3EJRsF,2,S,O,2,"('tenía', 'tenia', 'tenía')"
159,ALNPIFNRHDBRB,Spanish,tierra,https://vocaroo.com/i/s07ciakNVhgF,2,S,O,2,"('tierra', 'tierra', 'tierra')"
160,ALNPIFNRHDBRB,Spanish,fue,https://vocaroo.com/i/s1OHp1MUHrwC,2,S,O,2,"('fue', 'fué', 'feo')"
161,ALNPIFNRHDBRB,Spanish,personas,https://vocaroo.com/i/s14eHhVYIY15,2,S,O,2,"('personas', 'personas', 'personas')"
162,ALNPIFNRHDBRB,Spanish,información,https://vocaroo.com/i/s0akLsaApnpv,2,S,O,2,"('información', 'información', 'información')"
163,ALNPIFNRHDBRB,Spanish,educación,https://vocaroo.com/i/s0DwTLQCYQrD,2,S,O,2,"('educación', 'educación', 'educacion')"
165,ALNPIFNRHDBRB,Spanish,actividad,https://vocaroo.com/i/s0qNliJ3ziWb,2,S,O,2,"('actividad', 'actividad', 'actividad')"
166,ALNPIFNRHDBRB,Spanish,siendo,https://vocaroo.com/i/s1Ea8P9S5W0c,2,S,O,2,"('siendo', 'siendo', 'siendo')"
167,ALNPIFNRHDBRB,Spanish,escuela,https://vocaroo.com/i/s1no7mHcLXfv,2,S,O,2,"('escuela', 'escuela / espuela', 'escuela')"
169,ALNPIFNRHDBRB,Spanish,economía,https://vocaroo.com/i/s008kgjilb8a,2,S,O,2,"('economía', 'economía', 'economia')"
170,ALNPIFNRHDBRB,Spanish,desde,https://vocaroo.com/i/s0cWYUlKFNJ8,2,S,O,2,"('desde', 'desde', 'desde')"
171,ALNPIFNRHDBRB,Spanish,hoy,https://vocaroo.com/i/s1dANlMqHtHx,2,S,O,2,"('hoy', 'hoy', 'hoy')"
173,ALNPIFNRHDBRB,Spanish,horas,https://vocaroo.com/i/s1XYn38dE585,2,S,O,2,"('horas', 'horas', 'horas')"
174,ALNPIFNRHDBRB,Spanish,dice,https://vocaroo.com/i/s0CC0DIg0hoW,2,S,O,2,"('dice', 'dice', 'dice')"
175,ALNPIFNRHDBRB,Spanish,investigación,https://vocaroo.com/i/s1N1Fcsdd71x,2,S,O,2,"('investigation', 'investigación', 'investigacion')"
179,ALNPIFNRHDBRB,Spanish,interés,https://vocaroo.com/i/s0YeaR4qPLjO,2,S,O,2,"('interes', 'interés', 'interes')"
180,ALNPIFNRHDBRB,Spanish,cuando,https://vocaroo.com/i/s1tKVqsKacmq,2,S,O,2,"('cuando', 'cuándo', 'cuando')"
181,ALNPIFNRHDBRB,Spanish,era,https://vocaroo.com/i/s0H0Fdh3sRVv,2,S,O,2,"('era', 'era', 'era')"
182,ALNPIFNRHDBRB,Spanish,antes,https://vocaroo.com/i/s1PYVeIaG7Ie,2,S,O,2,"('antes', 'antes', 'antes')"
183,ALNPIFNRHDBRB,Spanish,él,https://vocaroo.com/i/s0XvAi5H7zJM,2,S,O,2,"('el', 'él ??', 'el')"
184,ALNPIFNRHDBRB,Spanish,veces,https://vocaroo.com/i/s030JHfUcJ2J,2,S,O,2,"('veces', 'veces', 'veces')"
185,ALNPIFNRHDBRB,Spanish,algunas,https://vocaroo.com/i/s0Td9vwMQGk5,2,S,O,2,"('algunas', 'algunas', 'algunas')"
186,ALNPIFNRHDBRB,Spanish,ayer,https://vocaroo.com/i/s1wnI8LZVhrr,2,S,O,2,"('ayer', 'ayer', 'ayer')"
187,ALNPIFNRHDBRB,Spanish,luis,https://vocaroo.com/i/s04uIXMFN9pZ,2,S,O,2,"('luis', 'luís', 'luis')"
188,ALNPIFNRHDBRB,Spanish,serie,https://vocaroo.com/i/s1WndMiECPxC,2,S,O,2,"('serie', 'serie', 'serie')"
189,ALNPIFNRHDBRB,Spanish,etc.,https://vocaroo.com/i/s0DI9W19ExMF,2,S,O,2,"('etcetera', 'etcétera', 'etcetera')"
190,ALNPIFNRHDBRB,Spanish,tiene,https://vocaroo.com/i/s0vbiVlhSwgk,2,S,O,2,"('tiene', 'tiene', 'tiene')"
191,ALNPIFNRHDBRB,Spanish,qué,https://vocaroo.com/i/s1CMAXeQ2nMA,2,S,O,2,"('que', 'que', 'qué')"
192,ALNPIFNRHDBRB,Spanish,días,https://vocaroo.com/i/s1u5cFuxTVAq,2,S,O,2,"('días', 'dias', 'días')"
193,ALNPIFNRHDBRB,Spanish,cosas,https://vocaroo.com/i/s0lh0V3mN42b,2,S,O,2,"('cosas', 'cosas', 'cosas')"
194,ALNPIFNRHDBRB,Spanish,haber,https://vocaroo.com/i/s0wXOIy6KdBl,2,S,O,2,"('haber', 'haber', 'haber')"
195,ALNPIFNRHDBRB,Spanish,presente,https://vocaroo.com/i/s1q7ArrSgUyp,2,S,O,2,"('presente', 'presente', 'presente')"
196,ALNPIFNRHDBRB,Spanish,llegar,https://vocaroo.com/i/s0qJmjicFFXw,2,S,O,2,"('llegar', 'llegar', 'llegar')"
197,ALNPIFNRHDBRB,Spanish,largo,https://vocaroo.com/i/s1mZND87jtiX,2,S,O,2,"('largo', 'largo', 'largo')"
198,ALNPIFNRHDBRB,Spanish,sería,https://vocaroo.com/i/s1CRRsp9KoQx,2,S,O,2,"('sería', 'seria', 'sería')"
199,ALNPIFNRHDBRB,Spanish,unas,https://vocaroo.com/i/s0yboAYdYVia,2,S,O,2,"('unas', 'unas', 'unas')"
