,WorkerId,Language,Word,URL,Gender,Native Language,Years Spoken,Number of Languages Spoken,Pronunciations
18,AAFAR49RN5TS7,Spanish,actual,https://vocaroo.com/i/s09Tbt38vjhT,2,E,O,2,"('actual', 'actual', 'actuar')"
19,AAFAR49RN5TS7,Spanish,alto,https://vocaroo.com/i/s0OuPg6wpt6b,2,E,O,2,"('alto', 'auto', 'alto')"
20,AAFAR49RN5TS7,Spanish,en,https://vocaroo.com/i/s1CXOVB4PxFv,2,E,O,2,"('en', 'en', 'en')"
21,AAFAR49RN5TS7,Spanish,así,https://vocaroo.com/i/s1lSeAI7cZ95,2,E,O,2,"('asi', 'asi', 'así')"
22,AAFAR49RN5TS7,Spanish,siempre,https://vocaroo.com/i/s0rOhqoSMrJE,2,E,O,2,"('siempre', 'siempre', 'siempre')"
23,AAFAR49RN5TS7,Spanish,proyecto,https://vocaroo.com/i/s1KD3u0kX1C1,2,E,O,2,"('proyecto', 'proyecto', 'proyecto', 'proyecto', 'proyecto', 'proyecto')"
24,AAFAR49RN5TS7,Spanish,ello,https://vocaroo.com/i/s1KD3u0kX1C1,2,E,O,2,"('proyecto', 'proyecto', 'proyecto', 'proyecto', 'proyecto', 'proyecto')"
25,AAFAR49RN5TS7,Spanish,parece,https://vocaroo.com/i/s0ZdBODJQ7wm,2,E,O,2,"('parece', 'parece', 'parece')"
26,AAFAR49RN5TS7,Spanish,van,https://vocaroo.com/i/s16Ior0F4i1U,2,E,O,2,"('al', 'han', 'pan')"
27,AAFAR49RN5TS7,Spanish,mundial,https://vocaroo.com/i/s1hEB9RZR0zr,2,E,O,2,"('mundial', 'mundial', 'mundial')"
28,AAFAR49RN5TS7,Spanish,construcción,https://vocaroo.com/i/s0RqvSY6IL0P,2,E,O,2,"('construcción', 'construccion', 'instrucción')"
29,AAFAR49RN5TS7,Spanish,noviembre,https://vocaroo.com/i/s0Be1LXMtHBL,2,E,O,2,"('noviembre', 'noviembre', 'noviembre')"
31,AAFAR49RN5TS7,Spanish,puede,https://vocaroo.com/i/s0YtEbhViwMd,2,E,O,2,"('puede', 'puede', 'puede')"
32,AAFAR49RN5TS7,Spanish,desarrollo,https://vocaroo.com/i/s1zIZdJYUstA,2,E,O,2,"('desarrollo', 'desarrollo', 'desarrollo')"
33,AAFAR49RN5TS7,Spanish,va,https://vocaroo.com/i/s07u7gJoStAb,2,E,O,2,"('ha', 'va', 'ha')"
34,AAFAR49RN5TS7,Spanish,cómo,https://vocaroo.com/i/s0fZTNhr2ttD,2,E,O,2,"('como', 'como', 'como')"
35,AAFAR49RN5TS7,Spanish,derechos,https://vocaroo.com/i/s1GVyxFoAXnG,2,E,O,2,"('derechos', 'derechos', 'derechos')"
36,AAFAR49RN5TS7,Spanish,objetivo,https://vocaroo.com/i/s08EfdyGd0ec,2,E,O,2,"('objetivo', 'objetivo', 'obtejivo (objetivo)')"
37,AAFAR49RN5TS7,Spanish,participación,https://vocaroo.com/i/s0rmay3Sm07w,2,E,O,2,"('participación', 'participacion', 'paticipación')"
38,AAFAR49RN5TS7,Spanish,necesario,https://vocaroo.com/i/s0hFqyWR8bWg,2,E,O,2,"('necesario', 'necesario', 'necesario')"
39,AAFAR49RN5TS7,Spanish,siguiente,https://vocaroo.com/i/s06DndZv5fIX,2,E,O,2,"('siguiente', 'siguiente', 'siguiente')"
40,AAFAR49RN5TS7,Spanish,las,https://vocaroo.com/i/s18uHI9Yg9S0,2,E,O,2,"('las', 'las', 'las')"
41,AAFAR49RN5TS7,Spanish,cada,https://vocaroo.com/i/s19829lzdAKv,2,E,O,2,"('cada', 'cada', 'cada')"
42,AAFAR49RN5TS7,Spanish,tres,https://vocaroo.com/i/s1WDHAXHxx8J,2,E,O,2,"('tres', 'tres', 'tres')"
43,AAFAR49RN5TS7,Spanish,través,https://vocaroo.com/i/s1GNJrKL04KB,2,E,O,2,"('através', 'através', 'traves', 'traves', 'través', 'través')"
44,AAFAR49RN5TS7,Spanish,calidad,https://vocaroo.com/i/s1GNJrKL04KB,2,E,O,2,"('através', 'através', 'traves', 'traves', 'través', 'través')"
45,AAFAR49RN5TS7,Spanish,grandes,https://vocaroo.com/i/s0ocA22ZkgWh,2,E,O,2,"('grandes', 'grandes', 'grandes')"
46,AAFAR49RN5TS7,Spanish,control,https://vocaroo.com/i/s1bRFDAsKz52,2,E,O,2,"('control', 'control', 'control')"
47,AAFAR49RN5TS7,Spanish,mujer,https://vocaroo.com/i/s14oj3kfcXSH,2,E,O,2,"('mujer', 'mujer', 'mujer')"
48,AAFAR49RN5TS7,Spanish,noche,https://vocaroo.com/i/s0XTG1XC1MWa,2,E,O,2,"('noche', 'noche', 'noche')"
49,AAFAR49RN5TS7,Spanish,web,https://vocaroo.com/i/s1m2XiEvtIgT,2,E,O,2,"('web', 'web', 'web')"
51,AAFAR49RN5TS7,Spanish,uno,https://vocaroo.com/i/s0Gxufn2jYXd,2,E,O,2,"('uno', 'uno', 'uno')"
52,AAFAR49RN5TS7,Spanish,ver,https://vocaroo.com/i/s0IkUsB7QWg8,2,E,O,2,"('ver', 'ver', 'ver')"
53,AAFAR49RN5TS7,Spanish,algunos,https://vocaroo.com/i/s1l6cBfCucaS,2,E,O,2,"('algunos', 'algunos', 'algunos')"
54,AAFAR49RN5TS7,Spanish,quienes,https://vocaroo.com/i/s1Wa4wR1r1LM,2,E,O,2,"('quienes', 'quienes', 'quiénes')"
55,AAFAR49RN5TS7,Spanish,nunca,https://vocaroo.com/i/s0f8aobt4qGL,2,E,O,2,"('nunca', 'nunca', 'nunca')"
56,AAFAR49RN5TS7,Spanish,verdad,https://vocaroo.com/i/s1ZJAiSEDyR4,2,E,O,2,"('verdad', 'verdad', 'verdad')"
57,AAFAR49RN5TS7,Spanish,cargo,https://vocaroo.com/i/s19IG5G1E3bn,2,E,O,2,"('cargo', 'cargo', 'cargo')"
58,AAFAR49RN5TS7,Spanish,hacen,https://vocaroo.com/i/s0YvzEh7COEL,2,E,O,2,"('hacer', 'hacen', 'inaudible ( hacen ?? )')"
59,AAFAR49RN5TS7,Spanish,algún,https://vocaroo.com/i/s0j3K58qP4vg,2,E,O,2,"('algun', 'algun', 'algún')"
60,AAFAR49RN5TS7,Spanish,un,https://vocaroo.com/i/s11h6u3iFQJG,2,E,O,2,"('un', 'un', 'un', 'un', 'una', 'una')"
61,AAFAR49RN5TS7,Spanish,vez,https://vocaroo.com/i/s11h6u3iFQJG,2,E,O,2,"('un', 'un', 'un', 'un', 'una', 'una')"
62,AAFAR49RN5TS7,Spanish,más,https://vocaroo.com/i/s0HOS2vFhjtd,2,E,O,2,"('mos', 'más', 'mas')"
63,AAFAR49RN5TS7,Spanish,tan,https://vocaroo.com/i/s1eQaEn9Qvlh,2,E,O,2,"('dun', 'dun', 'dan', 'dan', 'tan', 'tan')"
64,AAFAR49RN5TS7,Spanish,embargo,https://vocaroo.com/i/s1eQaEn9Qvlh,2,E,O,2,"('dun', 'dun', 'dan', 'dan', 'tan', 'tan')"
65,AAFAR49RN5TS7,Spanish,problemas,https://vocaroo.com/i/s1kliVvh4lKu,2,E,O,2,"('problemas', 'problemas', 'problemas')"
69,AAFAR49RN5TS7,Spanish,posibilidad,https://vocaroo.com/i/s0KhVhaQMJGO,2,E,O,2,"('possibilidad', 'posibilidad', 'posibilidad')"
70,A277KN9SYH1OLP,Spanish,con,https://vocaroo.com/i/s13E8C0K9LXp,2,E,O,2,"('con', 'con', 'con')"
72,A277KN9SYH1OLP,Spanish,mayor,https://vocaroo.com/i/s0EU3Lp5djqx,2,E,O,2,"('mayor', 'mayor', 'mashol')"
73,A277KN9SYH1OLP,Spanish,tipo,https://vocaroo.com/i/s1qJa5as8Qx0,2,E,O,2,"('tipo', 'tipo', 'tipo')"
74,A277KN9SYH1OLP,Spanish,público,https://vocaroo.com/i/s15yBYUZ4EuJ,2,E,O,2,"('público', 'público', 'publico')"
77,A277KN9SYH1OLP,Spanish,administración,https://vocaroo.com/i/s0LmH9TFwwJK,2,E,O,2,"('administración', 'administración', ""administracio'n"")"
78,A277KN9SYH1OLP,Spanish,cabo,https://vocaroo.com/i/s1FuOX7ADEVS,2,E,O,2,"('cabo', 'cabo', 'cargo')"
79,A277KN9SYH1OLP,Spanish,modelo,https://vocaroo.com/i/s0PkClHVAq98,2,E,O,2,"('modelo', 'modelo', 'modelo')"
80,A2M3EEF8MNOMM6,Spanish,no,https://vocaroo.com/i/s0RquYRaMITh,1,S,O,3,"('no', 'no', 'no')"
81,A2M3EEF8MNOMM6,Spanish,trabajo,https://vocaroo.com/i/s0zqUbIUmREZ,1,S,O,3,"('trabajo', 'abajo', 'trabajo')"
82,A2M3EEF8MNOMM6,Spanish,mucho,https://vocaroo.com/i/s1xkoEHuwzfn,1,S,O,3,"('mucho', 'mucho', 'mucho')"
83,A2M3EEF8MNOMM6,Spanish,gente,https://vocaroo.com/i/s1TMYAGJ913F,1,S,O,3,"('gente', 'gente', 'gente')"
84,A2M3EEF8MNOMM6,Spanish,agua,https://vocaroo.com/i/s0AoACZFuNrb,1,S,O,3,"('agua', 'agua', 'agua')"
85,A2M3EEF8MNOMM6,Spanish,cambio,https://vocaroo.com/i/s1WjOUrsTXZ8,1,S,O,3,"('cambio', 'cambio', 'cambio')"
86,A2M3EEF8MNOMM6,Spanish,buenos,https://vocaroo.com/i/s0mMN4ldx3PV,1,S,O,3,"('buenos', 'buenos', 'buenos')"
87,A2M3EEF8MNOMM6,Spanish,hora,https://vocaroo.com/i/s0PbC4XtCnIA,1,S,O,3,"('hora', 'hora', 'hora')"
88,A2M3EEF8MNOMM6,Spanish,idea,https://vocaroo.com/i/s1X5mwzPGtbj,1,S,O,3,"('idea', 'idea', 'idea')"
89,A2M3EEF8MNOMM6,Spanish,medida,https://vocaroo.com/i/s0GciSROj6uR,1,S,O,3,"('medida', 'medida', 'medida')"
91,AAFAR49RN5TS7,Spanish,además,https://vocaroo.com/i/s0iUadxFbd1t,2,E,O,2,"('además', 'además', 'ademas')"
92,AAFAR49RN5TS7,Spanish,tener,https://vocaroo.com/i/s1fTkXY5F58Q,2,E,O,2,"('tener', 'tener', 'tener')"
93,AAFAR49RN5TS7,Spanish,mientras,https://vocaroo.com/i/s10U0OzFiY0G,2,E,O,2,"('mientras', 'mientras', 'mientras')"
94,AAFAR49RN5TS7,Spanish,muchas,https://vocaroo.com/i/s09MbqwWwGJn,2,E,O,2,"('muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchos', 'muchos', 'muchos', 'muchos', 'muchos')"
95,AAFAR49RN5TS7,Spanish,sentido,https://vocaroo.com/i/s09MbqwWwGJn,2,E,O,2,"('muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchos', 'muchos', 'muchos', 'muchos', 'muchos')"
96,AAFAR49RN5TS7,Spanish,medios,https://vocaroo.com/i/s09MbqwWwGJn,2,E,O,2,"('muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchos', 'muchos', 'muchos', 'muchos', 'muchos')"
97,AAFAR49RN5TS7,Spanish,espacio,https://vocaroo.com/i/s09MbqwWwGJn,2,E,O,2,"('muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchos', 'muchos', 'muchos', 'muchos', 'muchos')"
98,AAFAR49RN5TS7,Spanish,haya,https://vocaroo.com/i/s09MbqwWwGJn,2,E,O,2,"('muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchas', 'muchos', 'muchos', 'muchos', 'muchos', 'muchos')"
99,AAFAR49RN5TS7,Spanish,humanos,https://vocaroo.com/i/s0gOaGj0ZaSO,2,E,O,2,"('humanos', 'monos', 'monos')"
100,AAFAR49RN5TS7,Spanish,o,https://vocaroo.com/i/s1nJtsr4XQfV,2,E,O,2,"('o', 'él', 'hmms')"
101,AAFAR49RN5TS7,Spanish,mismo,https://vocaroo.com/i/s0DMiUKCZICr,2,E,O,2,"('mismo', 'mismo', 'mismo')"
102,AAFAR49RN5TS7,Spanish,primera,https://vocaroo.com/i/s0pUOVIEmNN3,2,E,O,2,"('primera', 'primera', 'primera')"
103,AAFAR49RN5TS7,Spanish,pues,https://vocaroo.com/i/s1H17dT7v94P,2,E,O,2,"('juez', 'pues', 'juez')"
104,AAFAR49RN5TS7,Spanish,méxico,https://vocaroo.com/i/s04bsUcx1fYV,2,E,O,2,"('mexico', 'méxico', 'mexico')"
105,AAFAR49RN5TS7,Spanish,cuatro,https://vocaroo.com/i/s0KtyPpc0TuB,2,E,O,2,"('cuatro', 'cuatro', 'cuatro')"
106,AAFAR49RN5TS7,Spanish,resultados,https://vocaroo.com/i/s0ZQgAOXALDT,2,E,O,2,"('resultados', 'resultados', 'resultados')"
107,AAFAR49RN5TS7,Spanish,estudios,https://vocaroo.com/i/s00TZcxMKNQc,2,E,O,2,"('estudios', 'estudios', 'estudios')"
108,AAFAR49RN5TS7,Spanish,presencia,https://vocaroo.com/i/s0FZuUuZFlrB,2,E,O,2,"('presencia', 'presencia', 'licencia')"
109,AAFAR49RN5TS7,Spanish,instituto,https://vocaroo.com/i/s0NDcozu9ptF,2,E,O,2,"('instituto', 'instituto', 'instituto')"
111,AAFAR49RN5TS7,Spanish,ese,https://vocaroo.com/i/s0k1hG0POm7J,2,E,O,2,"('bese', 'ese', 'inaudible')"
112,AAFAR49RN5TS7,Spanish,sea,https://vocaroo.com/i/s17aBtePIDB5,2,E,O,2,"('sea', 'sea', 'sea')"
113,AAFAR49RN5TS7,Spanish,centro,https://vocaroo.com/i/s0yMdnMvXzG7,2,E,O,2,"('centro', 'centro', 'centro')"
114,AAFAR49RN5TS7,Spanish,derecho,https://vocaroo.com/i/s0twGc9RowQw,2,E,O,2,"('derecho', 'derecho', 'derecho')"
115,AAFAR49RN5TS7,Spanish,fecha,https://vocaroo.com/i/s0E43OHzLim1,2,E,O,2,"('fecha', 'fecha', 'fecha')"
117,AAFAR49RN5TS7,Spanish,dios,https://vocaroo.com/i/s0TK7PaHbNgb,2,E,O,2,"('los', 'los', 'dios', 'dios', 'dios', 'dios')"
118,AAFAR49RN5TS7,Spanish,tarde,https://vocaroo.com/i/s0TK7PaHbNgb,2,E,O,2,"('los', 'los', 'dios', 'dios', 'dios', 'dios')"
119,AAFAR49RN5TS7,Spanish,superior,https://vocaroo.com/i/s15a5kygpL2w,2,E,O,2,"('superior', 'superior', 'superior')"
120,AAFAR49RN5TS7,Spanish,ha,https://vocaroo.com/i/s0bqQu9pzcgd,2,E,O,2,"('ha', 'ha', 'uhs')"
121,AAFAR49RN5TS7,Spanish,te,https://vocaroo.com/i/s1ev6S5Rz3kc,2,E,O,2,"('he', 'té', 'chef')"
122,AAFAR49RN5TS7,Spanish,sistema,https://vocaroo.com/i/s0LbmbGeqq43,2,E,O,2,"('sistema', 'sistema', 'sistema')"
123,AAFAR49RN5TS7,Spanish,empresa,https://vocaroo.com/i/s0DPaD6tbXis,2,E,O,2,"('empresa', 'empresa', 'empresa')"
124,AAFAR49RN5TS7,Spanish,respecto,https://vocaroo.com/i/s0cfZiGlXszh,2,E,O,2,"('respecto', 'respeto', 'respecto')"
126,AAFAR49RN5TS7,Spanish,deben,https://vocaroo.com/i/s1e2IDqVEHIP,2,E,O,2,"('deben', 'debe', 'lleven')"
127,AAFAR49RN5TS7,Spanish,cinco,https://vocaroo.com/i/s1R9Yckm3SwN,2,E,O,2,"('cinco', 'cinco', 'cinco', 'cinco', 'cinco', 'cinco')"
128,AAFAR49RN5TS7,Spanish,temas,https://vocaroo.com/i/s1R9Yckm3SwN,2,E,O,2,"('cinco', 'cinco', 'cinco', 'cinco', 'cinco', 'cinco')"
129,AAFAR49RN5TS7,Spanish,municipio,https://vocaroo.com/i/s1EPLndtjhxZ,2,E,O,2,"('municipio', 'municipio', 'municipio')"
132,AAFAR49RN5TS7,Spanish,poder,https://vocaroo.com/i/s03JED3E8SSj,2,E,O,2,"('poder', 'poder', 'poder')"
134,AAFAR49RN5TS7,Spanish,ejemplo,https://vocaroo.com/i/s13mfqPujxNh,2,E,O,2,"('ejemplo', 'ejemplo', 'ejemplo')"
135,AAFAR49RN5TS7,Spanish,junto,https://vocaroo.com/i/s1P9Tn2Gt7nn,2,E,O,2,"('punto', 'punto', 'unto', 'unto', 'punto', 'punto')"
136,AAFAR49RN5TS7,Spanish,cuanto,https://vocaroo.com/i/s1P9Tn2Gt7nn,2,E,O,2,"('punto', 'punto', 'unto', 'unto', 'punto', 'punto')"
137,AAFAR49RN5TS7,Spanish,valor,https://vocaroo.com/i/s0LGe8eKfGSe,2,E,O,2,"('favor', 'valor', 'valor')"
139,AAFAR49RN5TS7,Spanish,políticas,https://vocaroo.com/i/s18TrXsMpDaE,2,E,O,2,"('políticas', 'olipticas', 'políticas')"
140,AAFAR49RN5TS7,Spanish,son,https://vocaroo.com/i/s1ZuYH6eBWmj,2,E,O,2,"('dinero', 'tilguero', 'dinero', 'dinero', 'dinero', 'tilguero', 'tilguero', 'dinero', 'dinero')"
141,AAFAR49RN5TS7,Spanish,esto,https://vocaroo.com/i/s0qnm3byY3wr,2,E,O,2,"('esto', 'esto', 'esto')"
142,AAFAR49RN5TS7,Spanish,nuevo,https://vocaroo.com/i/s0hDChLUOAal,2,E,O,2,"('huevo', 'huevo', 'huevo')"
143,AAFAR49RN5TS7,Spanish,nivel,https://vocaroo.com/i/s0qPeqcMxoTG,2,E,O,2,"('inaudible', 'nivel', 'nivel')"
144,AAFAR49RN5TS7,Spanish,estaba,https://vocaroo.com/i/s0QGnKrcoANP,2,E,O,2,"('estaba', 'estaba', 'estaba')"
145,AAFAR49RN5TS7,Spanish,director,https://vocaroo.com/i/s0VQKBkpW4lj,2,E,O,2,"('director', 'director', 'director', 'director', 'director', 'director')"
146,AAFAR49RN5TS7,Spanish,gestión,https://vocaroo.com/i/s0VQKBkpW4lj,2,E,O,2,"('director', 'director', 'director', 'director', 'director', 'director')"
147,AAFAR49RN5TS7,Spanish,seguir,https://vocaroo.com/i/s12rCVUuFDjn,2,E,O,2,"('seguir', 'seguir', 'seguir')"
148,AAFAR49RN5TS7,Spanish,federal,https://vocaroo.com/i/s12dLC1YGc1X,2,E,O,2,"('federal', 'videral', 'mineral')"
149,AAFAR49RN5TS7,Spanish,programas,https://vocaroo.com/i/s0ualPcWEBlZ,2,E,O,2,"('programas', 'programas', 'programas')"
150,AAFAR49RN5TS7,Spanish,sobre,https://vocaroo.com/i/s1iz82DR4qqd,2,E,O,2,"('pobre', 'sobre', 'sobre')"
151,AAFAR49RN5TS7,Spanish,forma,https://vocaroo.com/i/s11wM9ZRosjr,2,E,O,2,"('forma', 'forma', 'forma', 'forma', 'forma', 'forma')"
152,AAFAR49RN5TS7,Spanish,ellos,https://vocaroo.com/i/s11wM9ZRosjr,2,E,O,2,"('forma', 'forma', 'forma', 'forma', 'forma', 'forma')"
153,AAFAR49RN5TS7,Spanish,partido,https://vocaroo.com/i/s1gPN1loHBAG,2,E,O,2,"('partido', 'partido', 'partido')"
154,AAFAR49RN5TS7,Spanish,tras,https://vocaroo.com/i/s1kRDNNIE6R4,2,E,O,2,"('paz', 'ras', 'haz')"
155,AAFAR49RN5TS7,Spanish,problema,https://vocaroo.com/i/s06Gz2jd8cpE,2,E,O,2,"('problema', 'problema', 'problema')"
156,AAFAR49RN5TS7,Spanish,trata,https://vocaroo.com/i/s1k5oqx8DcVm,2,E,O,2,"('harta', 'rata', 'rata')"
157,AAFAR49RN5TS7,Spanish,autoridades,https://vocaroo.com/i/s1umSZ6xHbYR,2,E,O,2,"('autoridades', 'autoridades', 'autoridades')"
158,AAFAR49RN5TS7,Spanish,anterior,https://vocaroo.com/i/s0gSRLZ232ch,2,E,O,2,"('anterior', 'anterior', 'anterior')"
159,AAFAR49RN5TS7,Spanish,ambiente,https://vocaroo.com/i/s0UqYndwu1SO,2,E,O,2,"('ambiente', 'ambiente', 'ambiente')"
160,AAFAR49RN5TS7,Spanish,entre,https://vocaroo.com/i/s1Bxp5IS7AfV,2,E,O,2,"('entre', 'entre', 'entre')"
161,AAFAR49RN5TS7,Spanish,estos,https://vocaroo.com/i/s1jWNw8OpLGy,2,E,O,2,"('estos', 'estos', 'estos')"
162,AAFAR49RN5TS7,Spanish,todas,https://vocaroo.com/i/s0geJAIpJj04,2,E,O,2,"('todas', 'todas', 'todas')"
163,AAFAR49RN5TS7,Spanish,servicios,https://vocaroo.com/i/s1V3uky7W0DZ,2,E,O,2,"('servicios', 'servicios', 'servicios')"
164,AAFAR49RN5TS7,Spanish,semana,https://vocaroo.com/i/s0dGqIljqCjl,2,E,O,2,"('semana', 'semana', 'semana')"
165,AAFAR49RN5TS7,Spanish,condiciones,https://vocaroo.com/i/s0XIkapLc1WD,2,E,O,2,"('condiciones', 'condiciones', 'condiciones')"
166,AAFAR49RN5TS7,Spanish,buen,https://vocaroo.com/i/s0EABftbgtjT,2,E,O,2,"('pues', 'buen', 'bueno')"
167,AAFAR49RN5TS7,Spanish,podría,https://vocaroo.com/i/s0nBF86nfT6v,2,E,O,2,"('podría', 'podria', 'podria')"
168,AAFAR49RN5TS7,Spanish,respuesta,https://vocaroo.com/i/s0URWonaFkwG,2,E,O,2,"('respuesta', 'respuesta', 'respuesta')"
169,AAFAR49RN5TS7,Spanish,oportunidad,https://vocaroo.com/i/s1DnYMuBmiod,2,E,O,2,"('oportunidad', 'oportunidad', 'oportunidad')"
170,A2M3EEF8MNOMM6,Spanish,ser,https://vocaroo.com/i/s1VLq0k3sN3z,1,S,O,3,"('ser', 'ser', 'ser')"
171,A2M3EEF8MNOMM6,Spanish,sólo,https://vocaroo.com/i/s0v1Or2YivFY,1,S,O,3,"('sol', 'solo', 'sólo')"
172,A2M3EEF8MNOMM6,Spanish,social,https://vocaroo.com/i/s0QsjoxHn89L,1,S,O,3,"('social', 'social', 'social')"
173,A2M3EEF8MNOMM6,Spanish,casa,https://vocaroo.com/i/s0IXbVTGJ7Ks,1,S,O,3,"('casa', 'casa', 'casa')"
174,A2M3EEF8MNOMM6,Spanish,personal,https://vocaroo.com/i/s0RNlOomAOdr,1,S,O,3,"('personal', 'personal', 'personal')"
175,A2M3EEF8MNOMM6,Spanish,total,https://vocaroo.com/i/s1ohxqLESUr6,1,S,O,3,"('total', 'total', 'total')"
176,A2M3EEF8MNOMM6,Spanish,municipal,https://vocaroo.com/i/s0nNSLdnfmwc,1,S,O,3,"('municipal', 'municipal', 'municipal')"
177,A2M3EEF8MNOMM6,Spanish,justicia,https://vocaroo.com/i/s0CxJtRgVnw7,1,S,O,3,"('justicia', 'justicia', 'justicia')"
178,A2M3EEF8MNOMM6,Spanish,internet,https://vocaroo.com/i/s1LJvvjXwnAn,1,S,O,3,"('internet', 'internet', 'internet')"
179,A2M3EEF8MNOMM6,Spanish,domingo,https://vocaroo.com/i/s06AvWQtqEea,1,S,O,3,"('domingo', 'domingo', 'domingo')"
180,A2M3EEF8MNOMM6,Spanish,sin,https://vocaroo.com/i/s0dPPpub17ua,1,S,O,3,"('sin', 'sin', 'si')"
181,A2M3EEF8MNOMM6,Spanish,ni,https://vocaroo.com/i/s1vPOivw4vPc,1,S,O,3,"('ni', 'mi', 'mi')"
182,A2M3EEF8MNOMM6,Spanish,momento,https://vocaroo.com/i/s0t3RNgwodLr,1,S,O,3,"('momento', 'momento', 'momento')"
183,A2M3EEF8MNOMM6,Spanish,servicio,https://vocaroo.com/i/s06ahgF5bwv6,1,S,O,3,"('servicio', 'servicio', 'servicio')"
184,A2M3EEF8MNOMM6,Spanish,tenemos,https://vocaroo.com/i/s0iabTRDXS5m,1,S,O,3,"('tenemos', 'tenemos', 'tenemos')"
185,A2M3EEF8MNOMM6,Spanish,falta,https://vocaroo.com/i/s1BP6ik1ws78,1,S,O,3,"('falta', 'alta', 'falta')"
186,A2M3EEF8MNOMM6,Spanish,julio,https://vocaroo.com/i/s0LQo9uwSPrw,1,S,O,3,"('julio', 'julio', 'julio')"
187,A2M3EEF8MNOMM6,Spanish,tuvo,https://vocaroo.com/i/s1NkEqWIxDpk,1,S,O,3,"('tuvo', 'tuvo', 'tuvo')"
188,A2M3EEF8MNOMM6,Spanish,puesto,https://vocaroo.com/i/s0Um6xzjfMrI,1,S,O,3,"('puesto', 'puesto', 'puesto')"
189,A2M3EEF8MNOMM6,Spanish,crisis,https://vocaroo.com/i/s0ZqKo4mLiFg,1,S,O,3,"('crisis', 'crisis', 'crisis')"
190,A2M3EEF8MNOMM6,Spanish,todo,https://vocaroo.com/i/s0olDZBwhxF0,1,S,O,3,"('todo', 'todo', 'todo')"
191,A2M3EEF8MNOMM6,Spanish,otro,https://vocaroo.com/i/s0dLEypsmg7u,1,S,O,3,"('otro', 'otro', 'otro')"
